No.,Year,Paper,Year_R,Paper_Ref
4756,2004,Distinctive image features from scale-invariant keypoints,1997,Local gray-value invariants for image retrieval
4757,2004,Distinctive image features from scale-invariant keypoints,2001,Vision-based mobile robot localization and mapping using scale-invariant features
4758,2004,Distinctive image features from scale-invariant keypoints,2002,Global localization using distinctive visual features
4759,2004,Distinctive image features from scale-invariant keypoints,1999,View-based object recognition using saliency maps
4760,2004,Distinctive image features from scale-invariant keypoints,1995,Motion segmentation and outlier detection. Ph.D. Thesis
4761,2004,Distinctive image features from scale-invariant keypoints,2000,Wide baseline stereo based on local. affinely invariant regions
4762,2004,Distinctive image features from scale-invariant keypoints,2000,Unsupervised learning of models for recognition
4763,2004,Distinctive image features from scale-invariant keypoints,1983,Scale-space filtering
4764,2004,Distinctive image features from scale-invariant keypoints,1995,A robust technique for matching two uncalibrated images through the recovery of the unknown epipolar geometry
4765,2004,An image-based trainable symbol recognizer for sketch-based interfaces,2001,Combining multiple representations for pen-based handwritten digit recognition
4766,2004,An image-based trainable symbol recognizer for sketch-based interfaces,1993,Recognizing Multistroke Geometric Shapes: An Experimental Evaluation
4767,2004,An image-based trainable symbol recognizer for sketch-based interfaces,2002,Recognizing multi-stroke symbols
4768,2004,An image-based trainable symbol recognizer for sketch-based interfaces,2002,Bidirectional deformable matching with application to handwritten character extraction
4769,2004,An image-based trainable symbol recognizer for sketch-based interfaces,1994,A modified Hausdorff distance for object matching
4770,2004,An image-based trainable symbol recognizer for sketch-based interfaces,2001,A new association coefficient for molecular dissimilarity
4771,2004,An image-based trainable symbol recognizer for sketch-based interfaces,1998,On the properties of bit string-based measures of chemical similarity
4772,2004,An image-based trainable symbol recognizer for sketch-based interfaces,2000,Using Fuzzy Logic to Recognize Geometric Shapes Interactively
4773,2004,An image-based trainable symbol recognizer for sketch-based interfaces,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces
4774,2004,An image-based trainable symbol recognizer for sketch-based interfaces,1994,Recognizing and interpreting diagrams in design
4775,2004,An image-based trainable symbol recognizer for sketch-based interfaces,2006,LADDER: A language to describe drawing. display. and editing in sketch recognition
4776,2004,An image-based trainable symbol recognizer for sketch-based interfaces,2004,Sketched symbol recognition using Zernike moments
4777,2004,An image-based trainable symbol recognizer for sketch-based interfaces,1994,A graphic diagram editor for pen computers
4778,2004,An image-based trainable symbol recognizer for sketch-based interfaces,1998,On combining classifiers
4779,2004,An image-based trainable symbol recognizer for sketch-based interfaces,2001,Sketching interfaces: toward more human interface design
4780,2004,An image-based trainable symbol recognizer for sketch-based interfaces,1999,Recognition of Handwritten Mathematical Expressions. Master's thesis. MIT
4781,2004,An image-based trainable symbol recognizer for sketch-based interfaces,2000,Learning from one example through shared densities of transforms
4782,2004,An image-based trainable symbol recognizer for sketch-based interfaces,2001,Vision-based single-stroke character recognition for wearable computing
4783,2004,An image-based trainable symbol recognizer for sketch-based interfaces,1991,Specifying gestures by example
4784,2004,An image-based trainable symbol recognizer for sketch-based interfaces,1996,Efficient Visual Recognition Using the Hausdorff Distance
4785,2004,An image-based trainable symbol recognizer for sketch-based interfaces,1999,Object matching algorithms using robust hausdorff distance measures
4786,2004,An image-based trainable symbol recognizer for sketch-based interfaces,1989,A note on binary template matching
4787,2004,An image-based trainable symbol recognizer for sketch-based interfaces,2004,Perceptually based learning of shape descriptions for sketch recognition
4788,2004,An image-based trainable symbol recognizer for sketch-based interfaces,2000,A discrete HMM for online handwriting recognition
4789,2004,Sketched symbol recognition using Zernike moments,1990,Invariant image recognition by Zernike moments
4790,2004,Sketched symbol recognition using Zernike moments,1988,On Image Analysis by the Methods of Moments
4791,2004,Sketched symbol recognition using Zernike moments,2004,Robust Sketched Symbol Fragmentation using Templates
4792,2004,Sketched symbol recognition using Zernike moments,1976,An On-line Character Recognition Aimed at a Substitution for a Billing Machine Keyboard
4793,2004,Sketched symbol recognition using Zernike moments,1996,Orthogonal Moment Features for Use with Parametric and Non-Parametric Classifiers
4794,2004,Sketched symbol recognition using Zernike moments,1990,Rotation Invariant Image Recognition using Features Selected via a Systematic Method
4795,2004,Sketched symbol recognition using Zernike moments,1995,The Nature of Statistical Learning Theory
4796,2004,Sketched symbol recognition using Zernike moments,2002,Learning with kernels
4797,2004,Sketched symbol recognition using Zernike moments,2001,LIBSVM: A Library for Support Vector Machines
4798,2004,Sketched symbol recognition using Zernike moments,2003,An Introduction to Probabilistic Graphical Models
4799,2004,Online Handwritten Circuit Recognition on a Tablet PC,2002,Programming Microsoft Windows with C#
4800,2004,Online Handwritten Circuit Recognition on a Tablet PC,2002,Building Tablet PC Applications.
4801,2004,Online Handwritten Circuit Recognition on a Tablet PC,www.microsoft.com
4802,2002,Recognizing multi-stroke symbols,1992,Shape representation by multiscale contour approximation
4803,2002,Recognizing multi-stroke symbols,1995,Invariant matching and identification of curves using b-splines curve representation
4804,2002,Recognizing multi-stroke symbols,1997,Shape representation and recognition from multiscale curvature
4805,2002,Recognizing multi-stroke symbols,2000,Using Fuzzy Logic to Recognize Geometric Shapes Interactively
4806,2002,Recognizing multi-stroke symbols,1996,Ambiguous Intentions: A Paper-like Interface for Creative Design
4807,2002,Recognizing multi-stroke symbols,1988,Structural matching for stereo vision
4808,2002,Recognizing multi-stroke symbols,1996,Affine-invariant b-spline moments for curve matching
4809,2002,Recognizing multi-stroke symbols,1997,Interactive Beautification: A Technique for Rapid Geometric Design
4810,2002,Recognizing multi-stroke symbols,1987,Generating an interpretation tree from a CAD model for 3-D object recognition in bin-picking tasks
4811,2002,Recognizing multi-stroke symbols,1994,A graphic diagram editor for pen computers
4812,2002,Recognizing multi-stroke symbols,2002,Interpreting schematic sketches using physical reasoning
4813,2002,Recognizing multi-stroke symbols,2001,Sketching interfaces: toward more human interface design
4814,2002,Recognizing multi-stroke symbols,1989,A Tutorial on Hidden Markov Models and Selected Applications in Speech Recognition
4815,2002,Recognizing multi-stroke symbols,2000,Oops: A toolkit supporting mediation techniques for resolving ambiguity in recognition-based interfaces
4816,2002,Recognizing multi-stroke symbols,1995,Subgraph isomorphism in polynomial time
4817,2002,Recognizing multi-stroke symbols,1992,Scale-based detection of corners of planar curves
4818,2002,Recognizing multi-stroke symbols,1991,Specifying gestures by example
4819,2002,Recognizing multi-stroke symbols,2001,Feature point detection and curve approximation for early processing of free-hand sketches. Master�s thesis
4820,2002,Recognizing multi-stroke symbols,1993,Three-dimensional object recognition using similar triangles and decision trees
4821,2002,Recognizing multi-stroke symbols,1998,Generating multiple new designs from a sketch
4822,2002,Recognizing multi-stroke symbols,1996,Sketchit: A sketch interpretation tool for conceptual mechanism design
4823,2002,Recognizing multi-stroke symbols,1976,An algorithm for subgraph isomorphism
4824,2002,Recognizing multi-stroke symbols,1999,A foundation for intelligent multimodal drawing and sketching programs. Master�s thesis
4825,2002,Recognizing multi-stroke symbols,1975,Learning structural descriptions from examples
4826,2002,Recognizing multi-stroke symbols,1984,Scale space filtering: A new approach to multi-scale description
4827,2002,Recognizing multi-stroke symbols,1993,Incremental recognition in gesture-based and syntax directed diagram editor
4828,2002,Shape Matching and Object Recognition Using Shape Contexts,2002,Shape matching contexts
4829,2002,Shape Matching and Object Recognition Using Shape Contexts,2003,Shape context and chamfer matching in cluttered scenes
4830,2002,Shape Matching and Object Recognition Using Shape Contexts,Hancock Graph Matching With a Dual-Step EM Algorithm.
4831,2002,Shape Matching and Object Recognition Using Shape Contexts,Shape Context in Clutter
4832,2002,Shape Matching and Object Recognition Using Shape Contexts,"wwwl.cs.columbia.edu. ""COIL data set"""
4833,2002,Shape Matching and Object Recognition Using Shape Contexts,2003,A Shape Descriptor for Shapes with Boundary Noise and Texture
4834,2002,Statistical visual language models for ink parsing,1996,The Electronic Cocktail Napkin - A computational environment for working with design diagrams
4835,2002,Statistical visual language models for ink parsing,1995,Interactive Sketching for the Early Stages of User Interface Design
4836,2002,Statistical visual language models for ink parsing,1972,The Theory of Parsing. Translation and Compiling
4837,2002,Statistical visual language models for ink parsing,1999,Ambiguity in Visual Language Theory and its Role in Diagram Parsing
4838,2002,Statistical visual language models for ink parsing,1991,Specifying gestures by example
4839,2002,Statistical visual language models for ink parsing,2002,Graphical Models for Statistical Learning
4840,2002,Statistical visual language models for ink parsing,1991,Building visual language parsers
4841,2002,Statistical visual language models for ink parsing,2000,DENIM: Finding a Tighter Fit between Tools and Practice for Web Site Design
4842,2002,Statistical visual language models for ink parsing,2000,SATIN: A Toolkit for Informal Ink-based Applications
4843,2002,Statistical visual language models for ink parsing,1963,Sketchpad: A Man-Machine Graphical Communication System
4844,2002,Statistical visual language models for ink parsing,1994,Stretch-A-Sketch: A Dynamic Diagrammer
4845,2002,Statistical visual language models for ink parsing,1999,Using Diagram Generation Software to Improve Diagram Recognition: A Case Study of Music Notation
4846,2002,Statistical visual language models for ink parsing,2000,Providing Integrated Toolkit-Level Support for Ambiguity in Recognition-Based Interfaces
4847,2002,Statistical visual language models for ink parsing,1999,Recognition of Handwritten Mathematical Expressions. Master's thesis. MIT
4848,2002,Statistical visual language models for ink parsing,1996,Interactive Sketching for the Early Stages of User Interface Design. Ph.D. dissertation. Carnegie Mellon University
4849,2002,Statistical visual language models for ink parsing,1997,On the classification of visual languages by grammar hierarchies
4850,2002,Statistical visual language models for ink parsing,1997,Incremental Static Semantic Analysis. Ph.D. dissertation. University of California
4851,2002,Statistical visual language models for ink parsing,1986,An Introduction to Hidden Markov Models
4852,2002,Statistical visual language models for ink parsing,1993,Probabilistic Inference using Markov Chain Monte Carlo Methods
4853,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1996,Efficient Methods for Fuzzy Rule Extraction From Numerical Data
4854,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1993,Recognizing Multistroke Geometric Shapes: An Experimental Evaluation
4855,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1992,Fuzzy Models for Pattern Recognition
4856,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1985,Finding Extremal Polygons
4857,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1966,Nearest neighbor pattern classification
4858,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1996,Beyond independence: Conditions for the optimality of the simple bayesian classifier
4859,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,2000,CALI: A Software Library for Calligraphic Interfaces
4860,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,2001,Experimental Evaluation of an on-line Scribble Recognizer
4861,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,2002,A simple indexing technique for variable�high�dimensional data
4862,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1975,Determining the minimum-area encasing rectangle for an arbitrary closed curve
4863,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1996,The Electronic Cocktail Napkin - A computational environment for working with design diagrams
4864,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1987,StateCharts: A visual formalism for complex systems
4865,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1993,Defying gravity: The making of newton
4866,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1996,Interactive Sketching for the Early Stages of User Interface Design. Ph.D. dissertation. Carnegie Mellon University
4867,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1998,Computational geometry in C
4868,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,2001,Experimental Evaluation of a Trainable Scribble Recognizer for Calligraphic Interfaces
4869,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1986,Induction of decision trees
4870,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1993,C4.5: Programs for Machine Learning
4871,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1991,The Automatic Recognition of Gestures. Ph.D. thesis. Carnegie Mellon University
4872,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1963,Sketchpad: A Man-Machine Graphical Communication System
4873,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1995,Geometric shape recognition with fuzzy filtered input to a backpropagation neural network
4874,2002,CALI: An Online Scribble Recognizer for Calligraphic Interfaces,1993,Incremental recognition in gesture-based and syntax directed diagram editor
4875,2001,Sketch based interfaces: Early processing for sketch understanding,2000,A Natural Sketching Environment: Bringing the Computer into Early Stages of Mechanical Design. Master's thesis. MIT
4876,2001,Sketch based interfaces: Early processing for sketch understanding,1992,Structured document image analysis
4877,2001,Sketch based interfaces: Early processing for sketch understanding,1990,Realtime spline curves from interactively sketched data
4878,2001,Sketch based interfaces: Early processing for sketch understanding,1992,Shape representation by multiscale contour approximation
4879,2001,Sketch based interfaces: Early processing for sketch understanding,1994,Sketching with constraints. Master�s thesis
4880,2001,Sketch based interfaces: Early processing for sketch understanding,1980,The Hearsay-II speech understanding system: Integrating knowldge to resolve uncertainty
4881,2001,Online Recognition of Sketched Electrical Diagrams,1998,Analysis of Engineering Drawings: State of the Art and Challenges
4882,2001,Online Recognition of Sketched Electrical Diagrams,1988,Online Hand-Drawn Line-Figure Recognition and its Applications
4883,2001,Online Recognition of Sketched Electrical Diagrams,1985,Online Hand-Sketched Figure Recognition
4884,2001,Online Recognition of Sketched Electrical Diagrams,1990,Translation-. Rotation-. and Scale- Invariant Recognition of Hand-Drawn Electrical Circuit Symbols with Attributed Graph Matching
4885,2001,Online Recognition of Sketched Electrical Diagrams,1990,The Recognition Method for Roughly Hand-Drawn Logical Diagrams Based on Hybrid Utilization of Multi-Layered Knowledge
4886,2001,Online Recognition of Sketched Electrical Diagrams,1994,A Perceptually Supported Sketch Editor
4887,2001,Online Recognition of Sketched Electrical Diagrams,1999,A Simple Approach to Recognize Geometric Shapes Interactively
4888,2001,Online Recognition of Sketched Electrical Diagrams,1992,Applying Constraints to Enforce User�s Intentions in Free-Hand 2-D Sketches
4889,2001,Online Recognition of Sketched Electrical Diagrams,1990,The State of the Art in Online Handwriting Recognition
4890,2001,Online Recognition of Sketched Electrical Diagrams,1975,An Improved Method of Angle Detection on Digital Curves
4891,2001,Online Recognition of Sketched Electrical Diagrams,2000,SATIN: A Toolkit for Informal Ink-based Applications
4892,2001,Online Recognition of Sketched Electrical Diagrams,1998,Automatic Reading of Cursive Scripts Using a Reading Model and Perceptual Concepts: the Percepto System
4893,2001,Sketching interfaces: toward more human interface design,1990,Prototyping: A Day in the Life of an Interface Designer
4894,2001,Sketching interfaces: toward more human interface design,1995,Interactive Sketching for the Early Stages of User Interface Design
4895,2001,Sketching interfaces: toward more human interface design,1995,Interactive Sketching for the Early Stages of User Interface Design
4896,2001,Sketching interfaces: toward more human interface design,1994,Computers and Communication Design: Exploring the Rhetoric of HCI
4897,2001,Sketching interfaces: toward more human interface design,1990,Garnet: Comprehensive Support for Graphical Highly-Interactive User Interfaces
4898,2001,Sketching interfaces: toward more human interface design,1991,Specifying gestures by example
4899,2001,Sketching interfaces: toward more human interface design,1993,Usability Engineering
4900,2001,Sketching interfaces: toward more human interface design,1988,Probabilistic Reasoning in Intelligent Systems: Networks of Plausible Inference
4901,2001,Sketching interfaces: toward more human interface design,2000,DENIM: Finding a Tighter Fit between Tools and Practice for Web Site Design
4902,2001,Sketching interfaces: toward more human interface design,2000,SUEDE: A Wizard of Oz Prototyping Tool for Speech User Interfaces
4903,2001,Sketching interfaces: toward more human interface design,1999,Making Sharing Pervasive: Ubiquitous Computing for Shared Note Taking
4904,2001,Sketching interfaces: toward more human interface design,1996,Ambiguous Intentions: A Paper-like Interface for Creative Design
4905,2001,Sketching interfaces: toward more human interface design,1998,Sketching Intelligent Systems
4906,2001,Sketching interfaces: toward more human interface design,1994,Prototyping for Tiny Fingers
4907,2001,Sketching interfaces: toward more human interface design,1992,Rough and Ready Prototypes: Lessons from Graphic Design
4908,2001,Sketching interfaces: toward more human interface design,1995,Sketches of Thought
4909,2001,Sketching interfaces: toward more human interface design,1994,Translucent PatchesDissolving Windows
4910,2001,Sketching interfaces: toward more human interface design,1996,EtchaPadDisposable Sketch Based Interfaces
4911,2000,Machine recognition of hand-drawn circuit diagrams,1995,Document Image Analysis
4912,2000,Machine recognition of hand-drawn circuit diagrams,1985,Moment-Preserving Thresholding: A New Approach
4913,2000,Machine recognition of hand-drawn circuit diagrams,1984,A Fast Parallel Algorithm for Thinning Digital Patterns
4914,2000,Machine recognition of hand-drawn circuit diagrams,1984,A Fast Sequential Method for Polygonal Approximation of Digitized Curves
4915,2000,Machine recognition of hand-drawn circuit diagrams,1992,Pattern Recognition: Statistical. Structural. and Neural Approaches
4916,2000,Machine recognition of hand-drawn circuit diagrams,1962,Visual Pattern Recognition by Moment Invariant
4917,1998,ECIR-An electronic circuit diagram image recognizer,1989,A Syntactic/Geometric Approach to Recognition of Dimensions in Engineering Machine Drawings
4918,1998,ECIR-An electronic circuit diagram image recognizer,1988,A topology-based component extractor for understanding electronic circuit diagrams
4919,1998,ECIR-An electronic circuit diagram image recognizer,1992,Automated Conversion of Engineering Drawings to CAD Form
4920,1998,ECIR-An electronic circuit diagram image recognizer,1997,SRIDE � Sistema Reconhecedor de Imagens de Diagramas El�tricos. Tese de Doutorado
4921,1998,ECIR-An electronic circuit diagram image recognizer,1984,Topology based analysis of schematic diagrams
4922,1998,ECIR-An electronic circuit diagram image recognizer,1985,From Paper Drawings to Computer Aided Design
4923,1998,ECIR-An electronic circuit diagram image recognizer,1990,A system for interpretation of line drawings
4924,1998,ECIR-An electronic circuit diagram image recognizer,1990,Engineering drawing processing and vectorization system
4925,1998,ECIR-An electronic circuit diagram image recognizer,1988,An Automatic Circuit Diagram Reader with Loop-Structured-Based Symbol Recognition
4926,1998,ECIR-An electronic circuit diagram image recognizer,1992,Celesstin: CAD Conversion of Mechanical Drawings
4927,1998,ECIR-An electronic circuit diagram image recognizer,1994,Isolating symbols from connection lines in a class of engineering drawings
4928,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1996,Morphological Approach for Dashed Lines Detection
4929,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1995,A system for form-feature-based interpretation of technical drawings
4930,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1996,Perfecting Vectorized Mechanical Drawings
4931,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1995,A Framework for Knowledge-based Map Interpretation. Ph.D. thesis. Technische Universiteit Delft
4932,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1995,Vector-based Arc Segmentation in the Machine Drawing Understanding System Environment
4933,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1995,From Engineering Drawings to 3-D CAD Models: Are We Ready Now?
4934,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1996,How to Win a Dashed Line Detection Contest
4935,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1997,Inferring 3D models from freehand sketches and constraints
4936,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1988,A Robust Algorithm for Text String Separation from Mixed Text/Graphics Images
4937,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1997,Adaptive Vectorization of Line Drawing Images
4938,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1995,Bayesian approach for extracting and identifying features
4939,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1996,Graphics Recognition�Methods and Applications. volume 1072 of Lecture Notes in Computer Science
4940,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1997,Feature Identification from Vectorized Mechanical Drawings
4941,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1994,The Role of Feature Recognition in Future CAD Systems
4942,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1993,Automated feature recognition from 2D drawings
4943,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1996,Automatic Learning and Recognition of Graphical Symbols in Engineering Drawings
4944,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1996,Adaptierbares Kernsystem zur Interpretation von Zeichnungen. Dissertation zur Erlangung des akademischen Grades eines Doktors der Naturwissenschaften (Dr. rer. nat.). Universit�t Hamburg
4945,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1996,Arrowhead recognition during automated data capture
4946,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1996,Interpr�tation automatique de dessins � m�thodes d�analyse et de reconnaissance � application aux plans cine__matiques. Th�se de doctorat. Institut National des Sciences Applique�s
4947,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1996,Geometric Reasoning for Intelligent Manufacturing
4948,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1989,Segmentation of Edges into Lines and Arcs
4949,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1995,Graphics Recognition � General Context and Challenges
4950,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1995,Knowledge Organization and Interpretation Process in Engineering Drawing Interpretation
4951,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1996,A Fast Vectorization Algorithm Applied to Engineering Drawings
4952,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1997,A protocol for performance evaluation of line detection algorithms
4953,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1981,Fleshing Out Projections
4954,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1993,Directional Mathematical Morphology and Reformalized Hough Transformation for the Analysis of Topographic Maps
4955,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1984,Top-Down Construction of 3-D Mechanical Object Shapes from Engineering Drawings
4956,1998,Analysis of Engineering Drawings: State of the Art and Challenges,1996,Run-Based Algorithms for Binary Image Analysis and Processing
4957,1998,Gradient-based learning applied to document recognition,1973,Pattern Classification and Scene Analysis
4958,1998,Gradient-based learning applied to document recognition,1989,Backpropagation applied to handwritten zip code recognition
4959,1998,Gradient-based learning applied to document recognition,1992,Statistical mechanics of learning from examples
4960,1998,Gradient-based learning applied to document recognition,1994,Measuring the vcdimension of a learning machine
4961,1998,Gradient-based learning applied to document recognition,1994,Learning curves: Asymptotic values and rate of convergence
4962,1998,Gradient-based learning applied to document recognition,1995,The Nature of Statistical Learning Theory
4963,1998,Gradient-based learning applied to document recognition,1998,Statistical Learning Theory
4964,1998,Gradient-based learning applied to document recognition,1986,Numerical Recipes: The Art of Scientific Computing
4965,1998,Gradient-based learning applied to document recognition,1967,A theory of adaptive pattern classifiers
4966,1998,Gradient-based learning applied to document recognition,1971,Adaptation and Learning in Automatic Systems
4967,1998,Gradient-based learning applied to document recognition,1973,Foundations of the Theory of Learning Systems
4968,1998,Gradient-based learning applied to document recognition,1961,Learning in random nets
4969,1998,Gradient-based learning applied to document recognition,1985,A learning algorithm for Boltzmann machines
4970,1998,Gradient-based learning applied to document recognition,1986,Learning and relearning in Boltzmann machines
4971,1998,Gradient-based learning applied to document recognition,1986,Learning internal representations by error propagation
4972,1998,Gradient-based learning applied to document recognition,1969,Applied Optimal Control
4973,1998,Gradient-based learning applied to document recognition,1985,A learning scheme for asymmetric threshold networks
4974,1998,Gradient-based learning applied to document recognition,1986,Learning processes in an asymmetric threshold network
4975,1998,Gradient-based learning applied to document recognition,1985,Learning-logic
4976,1998,Gradient-based learning applied to document recognition,1987,Mod�les Connexionnistes de l�Apprentissage (Connectionist Learning Models). Ph.D. dissertation. Universit�  P. et M. Curie
4977,1998,Gradient-based learning applied to document recognition,1988,A theoretical framework for back-propagation
4978,1998,Gradient-based learning applied to document recognition,1991,A framework for the cooperation of learning algorithms
4979,1998,Gradient-based learning applied to document recognition,1992,Computer recognition of unconstrained handwritten numerals
4980,1998,Gradient-based learning applied to document recognition,1992,High-performance reading machines
4981,1998,Gradient-based learning applied to document recognition,1989,Handwritten Digit Recognition: Applications of Neural Network Chips and Automatic Learning
4982,1998,Gradient-based learning applied to document recognition,1991,Integrated segmentation and recognition of hand-printed numerals
4983,1998,Gradient-based learning applied to document recognition,1992,Multidigit recognition using a space displacement neural network
4984,1998,Gradient-based learning applied to document recognition,1989,A Tutorial on Hidden Markov Models and Selected Applications in Speech Recognition
4985,1998,Gradient-based learning applied to document recognition,1994,Connectionist Speech Recognition: A Hybrid Approach
4986,1998,Gradient-based learning applied to document recognition,1962,Receptive fields. binocular interaction and functional architecture in the cat's visual cortex
4987,1998,Gradient-based learning applied to document recognition,1975,Cognition: A self-organizing multilayered neural network
4988,1998,Gradient-based learning applied to document recognition,1982,Neocognitron: A new algorithm for pattern recognition tolerant of deformations and shifts in position
4989,1998,Gradient-based learning applied to document recognition,1991,The Perception of Multiple Objects: A Connectionist Approach
4990,1998,Gradient-based learning applied to document recognition,1989,Generalization and network design strategies
4991,1998,Gradient-based learning applied to document recognition,1990,Handwritten digit recognition with a back-propagation network
4992,1998,Gradient-based learning applied to document recognition,1993,Centered-object integrated segmentation and recognition of overlapping hand-printed characters
4993,1998,Gradient-based learning applied to document recognition,1993,Multi-resolution neural networks for omnifont character recognition
4994,1998,Gradient-based learning applied to document recognition,1995,LeRec: A NN/HMM hybrid for on-line handwriting recognition
4995,1998,Gradient-based learning applied to document recognition,1997,Face Recognition: A Convolutional Neural-Network Approach
4996,1998,Gradient-based learning applied to document recognition,1988,A time delay neural network architecture for speech recognition
4997,1998,Gradient-based learning applied to document recognition,1989,Phoneme recognition using time-delay neural networks
4998,1998,Gradient-based learning applied to document recognition,1990,Speaker independent isolated digit recognition: Multilayer perceptron versus dynamic time warping
4999,1998,Gradient-based learning applied to document recognition,1991,Time-delay neural networks embedding time alignment: A performance analysis
5000,1998,Gradient-based learning applied to document recognition,1991,Design of a neural network character recognize for a touch terminal
5001,1998,Gradient-based learning applied to document recognition,1993,Signature verification using a siamese time delay neural network
5002,1998,Gradient-based learning applied to document recognition,1991,Eigenvalues of covariance matrices: Application to neural-network learning
5003,1998,Gradient-based learning applied to document recognition,1995,Solving multiclass learning problems via error-correcting output codes
5004,1998,Gradient-based learning applied to document recognition,1986,Maximum mutual information of hidden Markov model parameters for speech recognition
5005,1998,Gradient-based learning applied to document recognition,1987,Speech recognition with continuous-parameter hidden Markov models
5006,1998,Gradient-based learning applied to document recognition,1992,Discriminative learning for minimum error classification
5007,1998,Gradient-based learning applied to document recognition,1995,Comparison of learning algorithms for handwritten digit recognition
5008,1998,Gradient-based learning applied to document recognition,1989,Comparing different neural net architectures for classifying handwritten digits
5009,1998,Gradient-based learning applied to document recognition,1976,Construction of quadratic polynomial classifiers
5010,1998,Gradient-based learning applied to document recognition,1978,A multifont word recognition system for postal address reading
5011,1998,Gradient-based learning applied to document recognition,1991,Handwritten digit recognition using k-nearest neighbor. radial-basis functions. and backpropagation neural networks
5012,1998,Gradient-based learning applied to document recognition,1996,Dynamics of on-line gradient descent learning for multilayer neural networks
5013,1998,Gradient-based learning applied to document recognition,1989,Approximation by superpositions of sigmoidal functions
5014,1998,Gradient-based learning applied to document recognition,1992,Local learning algorithms
5015,1998,Gradient-based learning applied to document recognition,1990,The strength of weak learnability
5016,1998,Gradient-based learning applied to document recognition,1993,Improving performance inneural networks using a boosting algorithm
5017,1998,Gradient-based learning applied to document recognition,1993,Efficient pattern recognition using a new transformation distance
5018,1998,Gradient-based learning applied to document recognition,1992,A training algorithm for optimal margin classifiers
5019,1998,Gradient-based learning applied to document recognition,1997,Improving the accuracy and speed of support vector machines
5020,1998,Gradient-based learning applied to document recognition,1992,Application of the ANNA neural network chip to high-speed character recognition
5021,1998,Gradient-based learning applied to document recognition,1989,Probabilistic interpretation of feedforward classification networks outputs. with relationship to statistical pattern recognition
5022,1998,Gradient-based learning applied to document recognition,1997,Reading checks with graph transformer networks
5023,1998,Gradient-based learning applied to document recognition,1996,Neural Networks for Speech and Sequence Recognition
5024,1998,Gradient-based learning applied to document recognition,1992,Shortest path segmentation: A method for training a neural network to recognize character strings
5025,1998,Gradient-based learning applied to document recognition,1994,A system for the off-line recognition of handwritten text
5026,1998,Gradient-based learning applied to document recognition,1967,Error bounds for convolutional codes and an asymptotically optimum decoding algorithm
